acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
10,C_10,I,A,USD,false,1,0,1000000,77600.11,,bank_a,Diana,Good,81206 Stewart Forest Apt. 089,East Davidborough,VI,US,40139,Female,1921-05-07,875-51-1333,-168.271786,-16.257066
11,C_11,I,A,USD,true,1,0,1000000,55864.51,,bank_a,Charles,Nelson,559 Meghan Squares Suite 765,East Nicholas,LA,US,01667,Male,1948-11-17,377-92-1536,1.599791,76.574431
12,C_12,I,A,USD,true,1,0,1000000,69359.53,,bank_a,Ashley,Hoffman,29456 Kelly Neck Apt. 042,West Richardmouth,ME,US,54859,Female,1965-07-17,346-44-2037,77.207619,-58.859323
13,C_13,I,A,USD,true,1,0,1000000,77842.93,,bank_a,Justin,Roberts,45229 Drake Route Apt. 113,North Paul,CT,US,52118,Male,2016-06-18,808-75-3560,47.116838,-67.5418185
14,C_14,I,A,USD,true,1,0,1000000,65778.25,,bank_a,Yolanda,Salinas,263 Wilson View Apt. 873,South Raymondborough,SD,US,06019,Female,1982-01-16,108-26-7511,22.954365,7.077560
15,C_15,I,A,USD,false,1,0,1000000,63709.67,,bank_a,Shaun,Daniels,97296 Rich Park,Marthafort,SC,US,88328,Male,2017-10-04,010-44-5215,-7.221577,-80.4790615
16,C_16,I,A,USD,true,1,0,1000000,73974.82,,bank_a,Olivia,West,269 Robbins Valley Suite 118,North Jeffreyton,ME,US,02504,Female,2009-09-15,820-20-7549,19.351908,45.559823
17,C_17,I,A,USD,true,1,0,1000000,84207.90,,bank_a,Roger,Olson,189 Julie Throughway,West Amanda,PA,US,55268,Male,2001-06-27,398-78-9608,-54.602474,-84.501964
18,C_18,I,A,USD,false,1,0,1000000,61522.65,,bank_a,James,Reyes,248 Cook Park,Sherriport,WI,US,53987,Male,1928-09-22,131-31-4704,-0.671881,-75.094574
19,C_19,I,A,USD,true,1,0,1000000,63042.69,,bank_a,Lisa,Soto,6097 Ellis Courts,Osbornetown,AZ,US,78921,Female,1921-12-10,563-84-5680,-75.324336,12.9219315
20,C_20,I,A,USD,false,1,0,1000000,60587.43,,bank_a,Jeremy,Sherman,09795 Tara Station Suite 264,New Michelleborough,AZ,US,51884,Male,1962-07-24,809-81-1235,-156.033598,-79.2677695
21,C_21,I,A,USD,true,1,0,1000000,55503.81,,bank_a,Stephanie,Henderson,993 Clayton Viaduct,Hunterville,FL,US,56333,Female,1919-06-23,108-54-1031,-126.736506,21.444052
22,C_22,I,A,USD,true,1,0,1000000,68572.11,,bank_a,Gregory,Thompson,6607 Sharp Common,Chadstad,UT,US,04351,Male,2006-01-14,237-47-1156,140.291297,-51.5355765
23,C_23,I,A,USD,true,1,0,1000000,57373.48,,bank_a,John,Zimmerman,104 Norris Rapids,Port Donald,NH,US,15232,Male,1939-09-06,029-27-5935,-0.141177,37.069399
24,C_24,I,A,USD,true,1,0,1000000,68466.18,,bank_a,Catherine,Watson,89426 Sonya Unions,West William,IA,US,99441,Female,1986-08-28,882-17-9851,-168.967506,15.7101975
25,C_25,I,A,USD,true,1,0,1000000,84081.83,,bank_a,Anthony,Ortiz,64862 Evans Knoll,East Seanstad,SC,US,69865,Male,1958-02-15,746-42-7231,-70.483556,9.749696
26,C_26,I,A,USD,false,1,0,1000000,63234.62,,bank_a,Charles,Ford,21418 Laura Mission Suite 266,East Susan,MA,US,69097,Male,1983-08-27,495-97-3337,-21.768934,-89.505231
27,C_27,I,A,USD,false,1,0,1000000,89011.64,,bank_a,Kathleen,Woodward,703 Wilson Roads Suite 892,Mccarthyfort,CO,US,89391,Female,1972-10-19,416-36-0355,-115.129021,-17.5013805
28,C_28,I,A,USD,true,1,0,1000000,97364.88,,bank_a,Andrew,Sparks,46896 Garcia Glen,Justinborough,PA,US,11676,Male,1945-03-06,349-16-8687,-46.293888,-46.096104
29,C_29,I,A,USD,true,1,0,1000000,83346.97,,bank_a,Melissa,James,8298 Amanda Loop Suite 447,Ashleyberg,GA,US,16661,Female,1978-04-16,143-72-4899,10.083365,79.6811315
30,C_30,I,A,USD,true,1,0,1000000,62347.80,,bank_a,Veronica,Mcdaniel,77857 Scott Divide Suite 093,West Thomastown,PR,US,69553,Female,1919-03-02,760-86-6474,-176.551436,6.979910
31,C_31,I,A,USD,true,1,0,1000000,62918.16,,bank_a,Javier,Prince,4329 Lee Mews,Moranfurt,GA,US,43845,Male,1960-03-20,459-91-2417,101.407260,-5.155150
32,C_32,I,A,USD,false,1,0,1000000,67381.79,,bank_a,Amber,Price,5667 Blair Underpass,South Shelby,OR,US,93561,Female,1936-11-15,087-24-5958,-149.403469,81.2815855
33,C_33,I,A,USD,false,1,0,1000000,67160.48,,bank_a,Troy,Spears,491 Wise Knoll,Ellishaven,TN,US,85502,Male,2018-01-29,595-59-8032,-43.230948,37.6819875
34,C_34,I,A,USD,true,1,0,1000000,55349.10,,bank_a,Gerald,Garcia,00250 Pena Dam Apt. 639,Grantbury,NH,US,25778,Male,2012-02-19,814-41-5291,107.709743,32.3379515
35,C_35,I,A,USD,true,1,0,1000000,93425.46,,bank_a,Adam,Simpson,4486 Olson Well,North Kevin,OH,US,09982,Male,1960-07-23,829-53-8087,67.235323,28.140754
36,C_36,I,A,USD,true,1,0,1000000,56770.66,,bank_a,Connie,Pittman,12637 Lisa Points,Williamsburgh,IA,US,64728,Female,1942-02-02,361-41-7125,-122.401603,59.5330615
37,C_37,I,A,USD,true,1,0,1000000,54170.20,,bank_a,Bryan,Brewer,19126 Jeffery Street,Lake Amandachester,PR,US,07024,Male,1923-06-11,755-73-5881,-56.754465,56.736886
38,C_38,I,A,USD,false,1,0,1000000,99217.51,,bank_a,Chad,Smith,318 Leonard Fort,Courtneyport,OR,US,22964,Male,1968-04-15,376-75-0415,-110.301885,16.1879275
39,C_39,I,A,USD,false,1,0,1000000,66698.91,,bank_a,Peter,Gomez,123 Hudson Square,East Jessica,GU,US,31131,Male,1978-04-15,645-64-1770,150.721485,-83.0167975
40,C_40,I,A,USD,true,1,0,1000000,55742.01,,bank_a,Samantha,Floyd,7403 Donna Park Suite 851,Derrickfurt,VT,US,25544,Female,1954-04-13,061-27-0628,-10.801206,-22.996103
41,C_41,I,A,USD,true,1,0,1000000,91424.71,,bank_a,Alexandria,Dougherty,345 Kevin Knolls Apt. 250,Burtontown,IA,US,06394,Female,1947-08-15,841-08-5652,176.469204,23.4550235
42,C_42,I,A,USD,true,1,0,1000000,57095.29,,bank_a,Kimberly,Ballard,6254 Debra Stream,Reyeschester,MH,US,35070,Female,2023-06-25,722-60-0688,123.186285,-57.091031
43,C_43,I,A,USD,true,1,0,1000000,52131.38,,bank_a,Ashley,Fuller,08298 Christopher Freeway Apt. 302,Lake Christian,VI,US,78866,Female,1992-02-06,630-78-0657,-44.454654,1.335247
44,C_44,I,A,USD,true,1,0,1000000,74544.28,,bank_a,Joseph,Roberts,07154 Stephen Parkways Suite 265,Lindafurt,AL,US,41233,Male,1964-02-14,036-99-8713,126.284477,58.2019905
45,C_45,I,A,USD,true,1,0,1000000,99761.86,,bank_a,Whitney,Gill,6165 Williams Groves,West Erinshire,UT,US,38482,Female,1998-03-10,529-44-6326,-45.442017,-33.905114
46,C_46,I,A,USD,false,1,0,1000000,56650.79,,bank_a,Frank,Patton,98522 Mathis Viaduct Apt. 909,West Michael,SC,US,38960,Male,1979-05-30,175-01-2307,125.266283,-78.295844
47,C_47,I,A,USD,true,1,0,1000000,94994.32,,bank_a,Robert,Jacobs,74931 Ramirez Village Apt. 821,New Daniel,NY,US,83355,Male,1997-04-12,273-40-4669,-172.679702,25.0792575
48,C_48,I,A,USD,true,1,0,1000000,72055.90,,bank_a,James,Marshall,8885 Lee Tunnel Suite 208,Port Donna,WY,US,74331,Male,1913-12-11,422-82-3741,-171.575400,7.233342
49,C_49,I,A,USD,true,1,0,1000000,71407.07,,bank_a,Angela,West,357 Jessica Gateway,West Jacob,WV,US,55548,Female,1996-01-14,461-66-1646,-78.918258,-45.846127
50,C_50,I,A,USD,true,1,0,1000000,78287.25,,bank_a,Christina,Sanders,6446 Lynch Course,Anthonytown,WV,US,33342,Female,1960-04-04,651-81-6378,-159.374903,66.414446
51,C_51,I,A,USD,true,1,0,1000000,78710.04,,bank_a,Isaac,Jones,450 Wells Pike,North Christopher,VI,US,46039,Male,1992-12-06,688-70-7719,-156.850040,-5.5683955
52,C_52,I,A,USD,true,1,0,1000000,98900.17,,bank_a,Robin,Miller,22708 Madison Spurs,Herringstad,AS,US,77293,Female,1929-12-17,272-26-4276,-3.939541,-21.8490785
53,C_53,I,A,USD,true,1,0,1000000,71498.31,,bank_a,Felicia,Rios,78209 Darlene Bypass Suite 137,Port Stephen,GA,US,93500,Female,1964-12-31,570-08-8904,-135.752957,48.9611645
54,C_54,I,A,USD,true,1,0,1000000,64766.72,,bank_a,Timothy,White,69597 Bass Passage,Vanessaville,DC,US,42036,Male,1924-03-28,346-78-3168,-156.302783,21.0883325
55,C_55,I,A,USD,true,1,0,1000000,63615.63,,bank_a,Andre,Lang,0925 Ricky Mill Suite 994,Annamouth,MT,US,24181,Male,1931-10-29,397-09-5860,-128.296526,-56.8842915
56,C_56,I,A,USD,true,1,0,1000000,95050.00,,bank_a,Kelli,Copeland,69057 Alvarez Walks,New Michelleview,AK,US,85435,Female,1919-01-07,368-13-7724,-162.246916,-48.5879665
57,C_57,I,A,USD,true,1,0,1000000,57691.00,,bank_a,Erin,Burch,395 Timothy Road,Williamsbury,SC,US,37407,Female,1950-07-27,168-54-7585,15.037922,61.768246
58,C_58,I,A,USD,true,1,0,1000000,51573.73,,bank_a,Brittany,Hernandez,90622 Anthony Islands,North Brandonville,OK,US,80648,Female,2001-01-01,807-04-6861,54.217435,62.4831025
59,C_59,I,A,USD,true,1,0,1000000,71569.65,,bank_a,Alex,Carr,66376 Sabrina Garden Suite 691,Whitneyhaven,MN,US,71586,Male,1964-10-10,243-36-0661,148.010174,-3.679148
60,C_60,I,A,USD,true,1,0,1000000,50073.70,,bank_a,John,Moore,180 Jennifer Burg Suite 661,Munozburgh,GA,US,45130,Male,2016-04-06,886-37-8251,-119.593624,8.860074
61,C_61,I,A,USD,false,1,0,1000000,89545.20,,bank_a,Nicholas,Reed,8034 Jennifer Islands Suite 604,Johnsonchester,KY,US,49674,Male,1925-01-21,628-46-2716,-163.235767,25.582253
62,C_62,I,A,USD,true,1,0,1000000,56556.01,,bank_a,Melinda,Lang,16882 Eric Expressway Apt. 082,Kellyport,VT,US,44432,Female,2015-10-07,859-53-4289,-95.002763,1.932063
63,C_63,I,A,USD,true,1,0,1000000,86443.90,,bank_a,Michael,Moore,268 Young Lane Suite 678,Tamichester,GU,US,13308,Male,1910-04-19,610-82-8473,-122.654707,83.7732945
64,C_64,I,A,USD,true,1,0,1000000,60371.99,,bank_a,Melissa,Estrada,9261 Alex Lake,Floresmouth,MN,US,77080,Female,2003-12-06,235-21-9202,116.154583,-69.079963
65,C_65,I,A,USD,false,1,0,1000000,84912.86,,bank_a,Christopher,Alexander,28693 Erickson Lodge,Andrewberg,PW,US,51385,Male,1915-12-14,385-12-9638,37.533795,-0.2008135
66,C_66,I,A,USD,true,1,0,1000000,82212.20,,bank_a,Tonya,Mendoza,79148 Pierce Lock Suite 423,Erikberg,NH,US,09524,Female,1975-05-25,420-72-1512,-37.446505,39.464255
67,C_67,I,A,USD,true,1,0,1000000,62852.13,,bank_a,Melissa,Guzman,2512 Mackenzie Dam,North Antonio,MO,US,73675,Female,1992-07-25,110-61-9168,6.444823,2.0855595
68,C_68,I,A,USD,true,1,0,1000000,81411.95,,bank_a,Courtney,Richardson,37443 Tyler Pass,Christopherport,OK,US,55851,Female,1953-12-10,777-19-3796,-25.433396,-36.497695
69,C_69,I,A,USD,true,1,0,1000000,78183.56,,bank_a,Jessica,Howard,546 Mariah Crest Suite 587,Lake Jenna,SC,US,47523,Female,1956-03-24,785-92-4639,-123.473597,38.7758685
70,C_70,I,A,USD,false,1,0,1000000,98273.05,,bank_a,Robert,Reynolds,8799 Emma Parkway Suite 735,North Thomasfurt,MH,US,30303,Male,1915-05-15,790-06-6661,-129.814276,-19.2772805
71,C_71,I,A,USD,false,1,0,1000000,67903.96,,bank_a,Kelly,Howell,12503 Alan Place Apt. 219,North Joyce,ID,US,00696,Female,1957-11-21,550-23-3839,-58.157297,21.514800
72,C_72,I,A,USD,false,1,0,1000000,55899.19,,bank_a,Linda,Davis,3609 Johnson Key,Margaretmouth,SD,US,18114,Female,2019-05-15,732-14-4471,-167.044369,-51.909753
73,C_73,I,A,USD,true,1,0,1000000,60872.45,,bank_a,John,Gibson,3953 Romero Crest,Lake Rhondaville,NY,US,59180,Male,1949-02-22,427-33-6181,-137.828846,61.661454
74,C_74,I,A,USD,false,1,0,1000000,97761.98,,bank_a,Daisy,Woods,3576 Sergio Avenue,Benjaminmouth,IN,US,56794,Female,1926-01-30,452-37-5898,170.734311,40.509401
75,C_75,I,A,USD,false,1,0,1000000,53689.89,,bank_a,Jeanette,Lopez,134 Sophia Drives,Benjaminburgh,WI,US,61921,Female,1967-04-11,172-51-0773,1.979785,49.8312565
76,C_76,I,A,USD,true,1,0,1000000,71387.29,,bank_a,Ryan,Peters,88996 Cynthia River Suite 939,Johnsonfort,MH,US,79664,Male,1932-07-04,045-08-2199,-49.621046,28.975768
77,C_77,I,A,USD,true,1,0,1000000,64434.64,,bank_a,Ryan,Robbins,186 Mcclure Junction,Jenningsburgh,MN,US,73556,Male,1955-01-23,680-41-7678,-143.856122,-50.651445
78,C_78,I,A,USD,true,1,0,1000000,55836.63,,bank_a,Joshua,Schultz,67835 Andrew Fords,Port Robertshire,VI,US,54423,Male,2021-03-02,685-18-8698,165.191225,41.455235
79,C_79,I,A,USD,false,1,0,1000000,66840.21,,bank_a,Holly,Owens,97036 Collins Summit,Port Lindseytown,OR,US,67694,Female,1922-07-05,458-36-3597,25.469825,13.0956685
80,C_80,I,A,USD,true,1,0,1000000,90749.68,,bank_a,Lisa,Walls,94102 Sims Port Suite 187,Florestown,DE,US,57418,Female,1925-03-22,146-04-1949,50.731337,-23.460180
81,C_81,I,A,USD,true,1,0,1000000,86538.05,,bank_a,Sabrina,Walsh,6154 Jensen Route Apt. 880,Zacharytown,GA,US,65441,Female,1939-08-22,141-45-1628,149.346539,60.6568055
82,C_82,I,A,USD,true,1,0,1000000,62954.71,,bank_a,Daniel,Thompson,9181 Todd Pike,West Colin,MP,US,93220,Male,1986-09-04,236-52-3300,146.836804,27.8389595
83,C_83,I,A,USD,false,1,0,1000000,54338.97,,bank_a,Rachael,Morris,583 Steven Island Apt. 480,Lake Loriport,VI,US,93087,Female,1919-07-16,015-38-1879,-90.620345,-16.0982425
84,C_84,I,A,USD,true,1,0,1000000,53995.79,,bank_a,Danielle,Beasley,2436 Johnson Village Apt. 415,Tiffanyport,AR,US,93360,Female,1969-08-27,266-77-0919,28.635592,22.365985
85,C_85,I,A,USD,true,1,0,1000000,84029.37,,bank_a,Cynthia,Parker,5877 Rodney Extension,East Jasminfort,MS,US,04512,Female,2005-05-13,132-57-0249,14.440567,51.0585465
86,C_86,I,A,USD,true,1,0,1000000,54768.14,,bank_a,Dale,Hernandez,4466 Terry Centers,Lake Olivia,NC,US,47333,Male,2002-05-27,808-19-3053,116.179863,-22.7838955
87,C_87,I,A,USD,false,1,0,1000000,84893.70,,bank_a,Rachel,Boone,62382 Julie Pine,Laurentown,VA,US,60909,Female,1916-12-17,172-49-8283,28.254082,-32.960278
88,C_88,I,A,USD,true,1,0,1000000,81450.17,,bank_a,Steven,Moore,21801 Suzanne Gardens Suite 746,Dorothyview,VA,US,10545,Male,1937-11-16,215-06-0880,94.488964,-72.005489
89,C_89,I,A,USD,false,1,0,1000000,75928.01,,bank_a,Melissa,Anderson,2984 Carmen Keys,Michaelport,NY,US,84604,Female,1965-05-05,752-26-9971,33.087673,1.1008665
90,C_90,I,A,USD,false,1,0,1000000,85401.38,,bank_a,Brenda,Harper,74559 Foster Locks Suite 933,Robinsonhaven,GA,US,67302,Female,1997-06-28,545-65-7797,3.456930,-20.4821415
91,C_91,I,A,USD,true,1,0,1000000,77644.27,,bank_a,Teresa,Lopez,803 Ellis Cliff Apt. 391,Tiffanytown,GU,US,28888,Female,1929-11-11,678-47-9985,-36.293468,-87.5812155
92,C_92,I,A,USD,true,1,0,1000000,83162.27,,bank_a,Michael,Tate,92436 Rodgers Walks,Christopherchester,WY,US,15618,Male,1911-05-20,545-35-5781,-68.000766,13.0663305
93,C_93,I,A,USD,true,1,0,1000000,72135.12,,bank_a,Andre,Holland,72998 Willis Wall,North Brian,MH,US,79731,Male,2017-09-14,515-11-6871,-13.403876,-0.9484285
94,C_94,I,A,USD,false,1,0,1000000,58805.30,,bank_a,Derrick,Brewer,052 Werner Shoals,Toddfort,PA,US,43831,Male,1962-12-06,773-21-1765,95.108803,-20.4902305
95,C_95,I,A,USD,false,1,0,1000000,91338.85,,bank_a,Dennis,Glover,762 Miranda Spur Apt. 912,Phillipsville,TX,US,56307,Male,1983-06-03,522-69-1225,-175.663712,-79.0215505
96,C_96,I,A,USD,true,1,0,1000000,53498.11,,bank_a,Anthony,Casey,66705 Christopher Lock,North Jason,PW,US,04119,Male,1925-02-04,749-91-4870,38.342939,18.641486
97,C_97,I,A,USD,true,1,0,1000000,84122.34,,bank_a,Debra,Lewis,782 Dawn Radial,Port Christopher,NJ,US,38224,Female,1989-02-22,886-82-0845,101.035447,-71.1655905
98,C_98,I,A,USD,true,1,0,1000000,70764.71,,bank_a,Karina,Nichols,28215 Joy Islands Apt. 591,West Jamiemouth,MA,US,89930,Female,1919-07-07,324-57-6287,36.522403,55.548157
99,C_99,I,A,USD,true,1,0,1000000,50341.14,,bank_a,Mary,Warren,132 Poole Pass Suite 212,North Patrick,OK,US,15689,Female,1975-04-20,361-86-7815,35.889428,68.7728315
100,C_100,I,A,USD,false,1,0,1000000,66828.95,,bank_b,Jeffrey,Montgomery,538 Jessica Tunnel Suite 580,New Chase,DE,US,48734,Male,1973-01-12,532-65-1830,-158.385962,62.9827075
101,C_101,I,A,USD,false,1,0,1000000,86317.50,,bank_b,Sandra,Dominguez,54776 Lisa Trail Apt. 752,Port Joannehaven,TN,US,22113,Female,1989-03-07,595-62-3491,-165.346050,31.9336895
102,C_102,I,A,USD,false,1,0,1000000,91712.45,,bank_b,Briana,Wolf,3564 Jason Garden Suite 739,Claireberg,MD,US,32426,Female,1973-07-28,550-91-9773,-118.399297,29.961665
103,C_103,I,A,USD,false,1,0,1000000,68090.45,,bank_b,Sarah,Stewart,593 Amber Fords,Peterhaven,ID,US,46893,Female,1912-02-18,197-26-9895,-92.192275,59.577272
104,C_104,I,A,USD,false,1,0,1000000,52213.64,,bank_b,Kristin,Parker,476 Allison Summit Suite 010,Tonyaview,RI,US,94899,Female,2014-01-08,874-62-6144,-61.682888,-65.929708
105,C_105,I,A,USD,false,1,0,1000000,60570.36,,bank_b,Samantha,Blair,098 Sosa Viaduct,New Jimmyton,WY,US,13015,Female,1920-05-03,603-51-2104,129.113106,74.045342
106,C_106,I,A,USD,false,1,0,1000000,50580.80,,bank_b,Nicholas,Nelson,4229 Derrick Wells,West Tyler,ME,US,19541,Male,1918-10-29,864-85-6668,-82.291058,-36.614922
107,C_107,I,A,USD,false,1,0,1000000,76780.59,,bank_b,Rodney,Yang,8724 Rachel Squares,Latoyabury,AL,US,19300,Male,1988-01-30,429-17-2384,80.364516,54.5661785
108,C_108,I,A,USD,false,1,0,1000000,96777.79,,bank_b,Juan,Jones,27573 Leonard Field Apt. 574,Amandaport,IL,US,37953,Male,1953-04-17,605-84-1560,97.512852,-52.8272275
109,C_109,I,A,USD,false,1,0,1000000,86064.44,,bank_b,Patricia,Marquez,64832 Joseph Islands Suite 805,Fitzgeraldfurt,OH,US,16998,Female,1975-10-04,672-05-5004,151.088391,29.097534
110,C_110,I,A,USD,false,1,0,1000000,81362.37,,bank_b,Andrea,Poole,73611 Martinez Spring Suite 203,East Cody,MS,US,53780,Female,1934-05-23,204-28-8058,-131.221382,-38.604016
111,C_111,I,A,USD,false,1,0,1000000,72055.19,,bank_b,Briana,Chavez,479 Michael Trafficway Apt. 037,New Evelyn,GU,US,01420,Female,1920-04-30,283-84-4752,30.551570,-1.672805
112,C_112,I,A,USD,false,1,0,1000000,61830.02,,bank_b,Joseph,Schultz,191 Wood Road Apt. 326,Port Andrew,LA,US,19372,Male,1995-06-23,150-15-8322,-7.413173,-4.048540
113,C_113,I,A,USD,false,1,0,1000000,50288.33,,bank_b,Dwayne,Stanley,3348 Curtis Street,Fosterberg,NV,US,10607,Male,1970-10-29,851-78-8017,7.863564,-48.2996555
114,C_114,I,A,USD,false,1,0,1000000,60743.99,,bank_b,Ashlee,Sanchez,3122 Moon Plain Suite 204,Berrystad,SD,US,13414,Female,1914-09-07,882-91-9656,-133.685782,34.997729
115,C_115,I,A,USD,false,1,0,1000000,57885.75,,bank_b,Sharon,Mata,862 Colleen Springs Apt. 730,East Jasmine,TX,US,19409,Female,2008-02-14,831-76-2906,-143.539004,-61.651620
116,C_116,I,A,USD,false,1,0,1000000,69612.94,,bank_b,William,Delgado,794 Braun Station Apt. 270,Marvinchester,MS,US,03407,Male,1934-05-09,092-76-2360,-46.932696,50.3621135
117,C_117,I,A,USD,false,1,0,1000000,69773.00,,bank_b,Dennis,Hampton,46988 Jennifer Stravenue Suite 341,Banksview,IA,US,85341,Male,1919-07-21,149-58-0431,27.402724,82.6905475
118,C_118,I,A,USD,false,1,0,1000000,99058.95,,bank_b,Jennifer,Franklin,967 Ethan Avenue Suite 164,South Nicole,KS,US,68053,Female,1940-10-30,895-23-0255,-68.465816,0.9696535
119,C_119,I,A,USD,false,1,0,1000000,55733.23,,bank_b,Danielle,Juarez,064 Howell Fields,Robertberg,SD,US,16744,Female,2015-07-14,453-23-5801,49.613044,27.1346615
120,C_120,I,A,USD,false,1,0,1000000,83323.07,,bank_b,Michael,Phillips,87210 Pena Freeway,Walshville,MT,US,08009,Male,1929-06-30,286-68-2039,119.521613,89.525953
121,C_121,I,A,USD,false,1,0,1000000,62188.24,,bank_b,Alexis,Smith,01557 John Skyway,Greenburgh,NV,US,52972,Female,1947-12-19,213-40-8926,-118.239414,44.4916505
122,C_122,I,A,USD,false,1,0,1000000,54828.80,,bank_b,Christopher,Bush,89403 Gabriella Mills,East Steven,MH,US,91501,Male,1975-12-16,575-49-0268,-114.125248,-63.0371665
123,C_123,I,A,USD,false,1,0,1000000,70303.42,,bank_b,Lori,Hines,46379 Lopez Route Apt. 969,West Michael,MD,US,62485,Female,1963-12-18,763-92-4150,4.998636,-16.766702
124,C_124,I,A,USD,false,1,0,1000000,79421.78,,bank_b,Tiffany,Guzman,75057 Lowe Brooks,South Jessicaburgh,ID,US,51445,Female,1973-09-22,034-63-6783,70.716241,28.3427745
125,C_125,I,A,USD,false,1,0,1000000,61165.14,,bank_b,Alexander,Woods,317 Donna Stravenue,Austinborough,CO,US,56609,Male,1995-12-30,757-01-3239,151.066814,-10.767189
126,C_126,I,A,USD,false,1,0,1000000,72706.08,,bank_b,Jessica,Roberts,8410 Michael Row Suite 634,Bonillaside,AL,US,82801,Female,1965-12-31,409-87-7071,32.002723,67.355012
127,C_127,I,A,USD,false,1,0,1000000,75529.12,,bank_b,Gerald,White,8546 Michael Manors Suite 741,West Jerry,AK,US,82408,Male,2013-01-27,899-09-1632,-84.882605,72.120151
128,C_128,I,A,USD,false,1,0,1000000,82005.50,,bank_b,Kara,Quinn,86624 Alexander Place,East Timothyville,TN,US,15799,Female,1994-11-02,313-39-6410,-162.655577,67.2961805
129,C_129,I,A,USD,false,1,0,1000000,99300.02,,bank_b,Edward,Brown,1043 Schultz Plaza Apt. 616,North Lauraland,MN,US,01427,Male,1913-07-26,045-20-9732,-89.139548,36.0927155
130,C_130,I,A,USD,false,1,0,1000000,69064.94,,bank_b,Shannon,Benitez,82111 James Courts,Reynoldsville,NJ,US,94561,Female,1994-01-27,173-70-1670,-105.806224,9.995255
131,C_131,I,A,USD,false,1,0,1000000,94904.34,,bank_b,Susan,Allen,218 Jessica Plaza Apt. 165,Annashire,ND,US,51932,Female,1990-03-03,157-78-6638,15.608887,-13.865184
132,C_132,I,A,USD,false,1,0,1000000,60456.39,,bank_b,Shelby,Jackson,221 Navarro Shores,West Tammy,GU,US,18700,Female,1985-11-19,833-96-5301,-72.569170,79.8648605
133,C_133,I,A,USD,false,1,0,1000000,79311.00,,bank_b,Amanda,Todd,45319 Michael Locks Apt. 468,Anthonymouth,IN,US,52153,Female,1972-01-11,798-21-4292,-154.941637,-18.1414305
134,C_134,I,A,USD,false,1,0,1000000,81840.79,,bank_b,Angela,Mitchell,604 Diana Viaduct Apt. 458,East Tylershire,RI,US,78265,Female,1990-03-16,044-34-0086,-163.870176,72.883296
135,C_135,I,A,USD,false,1,0,1000000,90000.17,,bank_b,Kevin,Nixon,3983 Dawn Terrace,South Nancy,TN,US,59436,Male,2021-07-05,355-47-1918,-171.034924,22.4182105
136,C_136,I,A,USD,false,1,0,1000000,58887.56,,bank_b,Meredith,Moore,69039 Gutierrez Lock Apt. 266,Wilcoxborough,KS,US,08780,Female,1975-09-05,309-96-3025,-126.986506,-48.6012055
